Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"2708514.3","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-067",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-067","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13905977","GCA_019249125.1",,"JAAHUG000000000","Massey University","WGS","Illumina HiSeq","45x","SPAdes v. 3.11",,,192,5319139,51.78229,10,179393,87,10,,5469,99.6,97.6,,,,"meat","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:00.053Z","2021-08-01T18:55:00.053Z"
"2708514.4","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-070",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-070","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13905980","GCA_019249105.1",,"JAAHUF000000000","Massey University","WGS","Illumina HiSeq","66x","SPAdes v. 3.11",,,174,5313010,51.78267,9,210992,86,9,,5451,99.4,97.9,,,,"meat","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:57.705Z","2021-08-01T18:54:57.705Z"
"2708514.5","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-071",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-071","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13905981","GCA_019249095.1",,"JAAHUE000000000","Massey University","WGS","Illumina HiSeq","63x","SPAdes v. 3.11",,,159,5308799,51.763973,12,162144,86,9,,5439,99.6,98.5,,,,"meat","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:01.362Z","2021-08-01T18:55:01.362Z"
"2708514.6","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-202",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-202","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906107","GCA_019248905.1",,"JAAHTW000000000","Massey University","WGS","Illumina HiSeq","75x","SPAdes v. 3.11",,,147,5311768,51.77066,9,210776,86,9,,5424,99.5,97.9,,,,"environmental","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:10.378Z","2021-08-01T18:55:10.378Z"
"2708514.7","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-203",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-203","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906108","GCA_019248925.1",,"JAAHTV000000000","Massey University","WGS","Illumina HiSeq","79x","SPAdes v. 3.11",,,153,5311720,51.77204,8,174289,85,9,,5435,99.7,98.4,,,,"environmental","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:12.157Z","2021-08-01T18:55:12.157Z"
"2708514.8","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-066",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-066","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13905976","GCA_019249175.1",,"JAAHUH000000000","Massey University","WGS","Illumina HiSeq","82x","SPAdes v. 3.11",,,124,5308193,51.775486,7,279147,87,9,,5417,99.3,98,,,,"meat","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:16.824Z","2021-08-01T18:55:16.824Z"
"2708514.9","Salmonella enterica subsp. salamae serovar 1,13,23:z:1,5 strain HAZEL-072",,2708514,"131567;2;1224;1236;91347;543;590;28901;59202;2708514","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-072","1,13,23:z:1,5",,,"MLST.Salmonella_enterica.1018",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13905982","GCA_019249225.1",,"JAAHUD000000000","Massey University","WGS","Illumina HiSeq","57x","SPAdes v. 3.11",,,154,5305996,51.7742,8,210391,86,9,,5422,99.5,98.1,,,,"meat","isolated Salmonella using standard methods","2016-07-08",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:18.140Z","2021-08-01T18:55:18.140Z"
"2708517.3","Salmonella enterica subsp. salamae serovar 1,9,12,46,27:l,w:e,n,x strain HAZEL-214",,2708517,"131567;2;1224;1236;91347;543;590;28901;59202;2708517","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,9,12,46,27","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-214","1,9,12,46,27:l,w:e,n,x",,,"MLST.Salmonella_enterica.103",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906119","GCA_019248835.1",,"JAAHTR000000000","Massey University","WGS","Illumina HiSeq","74x","SPAdes v. 3.11",,,84,4767659,52.119217,5,390566,83,8,,4735,99.5,98.1,,,,"environmental","isolated Salmonella using standard methods","2016-10-07",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:52.196Z","2021-08-01T18:54:52.196Z"
"2708517.4","Salmonella enterica subsp. salamae serovar 1,9,12,46,27:l,w:e,n,x strain HAZEL-212",,2708517,"131567;2;1224;1236;91347;543;590;28901;59202;2708517","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,9,12,46,27","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-212","1,9,12,46,27:l,w:e,n,x",,,"MLST.Salmonella_enterica.103",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906117","GCA_019248895.1",,"JAAHTT000000000","Massey University","WGS","Illumina HiSeq","66x","SPAdes v. 3.11",,,104,4771177,52.117165,5,390566,83,8,,4744,99.5,98,,,,"environmental","isolated Salmonella using standard methods","2016-10-07",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:50.563Z","2021-08-01T18:54:50.563Z"
"2708517.5","Salmonella enterica subsp. salamae serovar 1,9,12,46,27:l,w:e,n,x strain HAZEL-213",,2708517,"131567;2;1224;1236;91347;543;590;28901;59202;2708517","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,9,12,46,27","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-213","1,9,12,46,27:l,w:e,n,x",,,"MLST.Salmonella_enterica.103",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906118","GCA_019248935.1",,"JAAHTS000000000","Massey University","WGS","Illumina HiSeq","69x","SPAdes v. 3.11",,,86,4768031,52.11753,5,390566,83,8,,4721,99.5,97.9,,,,"environmental","isolated Salmonella using standard methods","2016-10-07",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:53.413Z","2021-08-01T18:54:53.413Z"
"2708517.6","Salmonella enterica subsp. salamae serovar 1,9,12,46,27:l,w:e,n,x strain HAZEL-211",,2708517,"131567;2;1224;1236;91347;543;590;28901;59202;2708517","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,9,12,46,27","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-211","1,9,12,46,27:l,w:e,n,x",,,"MLST.Salmonella_enterica.103",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906116","GCA_019248965.1",,"JAAHTU000000000","Massey University","WGS","Illumina HiSeq","71x","SPAdes v. 3.11",,,84,4765210,52.116634,4,312276,83,8,,4727,99.5,98.2,,,,"environmental","isolated Salmonella using standard methods","2016-10-07",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:56.559Z","2021-08-01T18:54:56.559Z"
"2709121.10","Salmonella enterica subsp. salamae serovar II 1,13,23:z29:e,n,x strain HAZEL-195",,2708516,"131567;2;1224;1236;91347;543;590;28901;59202;2708516","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","null","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-195","II 1,13,23:z29:e,n,x",,,"MLST.Salmonella_enterica.1188",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906100","GCA_019249055.1",,"JAAHUB000000000","Massey University","WGS","Illumina HiSeq","62x","SPAdes v. 3.11",,,137,5239091,51.76776,5,386482,84,8,,5358,99.6,98.7,,,,"environmental","isolated Salmonella using standard methods","2016-07-05",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:55:09.060Z","2021-08-01T18:55:09.060Z"
"2709121.3","Salmonella enterica subsp. salamae serovar II 1,13,23:z29:e,n,x strain HZ107",,2708516,"131567;2;1224;1236;91347;543;590;28901;59202;2708516","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","null","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HZ107","II 1,13,23:z29:e,n,x",,,"MLST.Salmonella_enterica.1188",,,,,,,,,,,,,,,,"Good","2021-07-08T00:00:00Z","32777036",,"PRJNA602741","SAMN13906313","GCA_019173905.1",,"JAAIGC000000000","Massey University","WGS","Illumina HiSeq","60x","SPAdes v. 3.11",,,115,5186550,51.7888,4,416626,82,8,,5251,99.6,98.5,,,,"feces","isolated Salmonella using standard methods","2016-05-17",2016,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,"collected_by:Kenya Medical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T17:14:57.925Z","2021-08-01T17:14:57.925Z"
"2709121.4","Salmonella enterica subsp. salamae serovar II 1,13,23:z29:e,n,x strain HZ014",,2708516,"131567;2;1224;1236;91347;543;590;28901;59202;2708516","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","null","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HZ014","II 1,13,23:z29:e,n,x",,,"MLST.Salmonella_enterica.1188",,,,,,,,,,,,,,,,"Good","2021-07-08T00:00:00Z","32777036",,"PRJNA602741","SAMN13906224","GCA_019173865.1",,"JAAIGD000000000","Massey University","WGS","Illumina HiSeq","59x","SPAdes v. 3.11",,,154,5187184,51.77104,8,218821,91,7,,5261,99.6,98.2,,,,"feces","isolated Salmonella using standard methods","2013-07-22",2013,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,"collected_by:Kenya Medical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T17:15:05.430Z","2021-08-01T17:15:05.430Z"
"2709121.5","Salmonella enterica subsp. salamae serovar II 1,13,23:z29:e,n,x strain HZ243",,2708516,"131567;2;1224;1236;91347;543;590;28901;59202;2708516","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","null","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HZ243","II 1,13,23:z29:e,n,x",,,"MLST.Salmonella_enterica.1188",,,,,,,,,,,,,,,,"Good","2021-07-08T00:00:00Z","32777036",,"PRJNA602741","SAMN13906419","GCA_019173875.1",,"JAAIGB000000000","Massey University","WGS","Illumina HiSeq","76x","SPAdes v. 3.11",,,116,5239127,51.771336,4,416625,83,7,,5367,99.6,98.6,,,,"environmental","isolated Salmonella using standard methods","2016-07-21",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T17:14:51.043Z","2021-08-01T17:14:51.043Z"
"2709121.6","Salmonella enterica subsp. salamae serovar II 1,13,23:z29:e,n,x strain HAZEL-197",,2708516,"131567;2;1224;1236;91347;543;590;28901;59202;2708516","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. salamae;Salmonella enterica subsp. salamae serovar 1,13,23","Bacteria","null","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","HAZEL-197","II 1,13,23:z29:e,n,x",,,"MLST.Salmonella_enterica.1188",,,,,,,,,,,,,,,,"Good","2021-07-15T00:00:00Z","32777036",,"PRJNA602741","SAMN13906102","GCA_019248995.1",,"JAAHTZ000000000","Massey University","WGS","Illumina HiSeq","83x","SPAdes v. 3.11",,,139,5241004,51.77596,5,377518,84,8,,5349,99.6,98.5,,,,"environmental","isolated Salmonella using standard methods","2016-07-05",2016,,"Tanzania","Africa","Tanzania: Moshi",,,,,,,,,,,"collected_by:Kilimanjaro Clinical Research Institute","Salmonella Enteritidis and Salmonella Typhimurium are major causes of diarrheal disease and bloodstream infection in East Africa. Sources of human infection, including the role of the meat pathway, are poorly understood. We collected cattle, goat, and poultry meat pathway samples from December 2015 through August 2017 in northern Tanzania and isolated Salmonella using standard methods. Meat pathway isolates were compared with human bloodstream and diarrheal disease nontyphoidal Salmonella isolated from central and western Kenya, from 2007 through 2017 by core genome multi-locus sequence typing (cgMLST). Isolates were also characterized for antimicrobial resistance and virulence genes, and diversity.","2021-08-01T18:54:55.373Z","2021-08-01T18:54:55.373Z"
